%time,field
1441698641997821096,0.999483287334
1441698642014297106,0.99908131361
1441698642032286837,0.999083220959
1441698642048822173,0.998252570629
1441698642064829410,0.99851244688
1441698642080907492,0.998888671398
1441698642097932816,0.998796641827
1441698642114759903,0.9994789958
1441698642132446034,0.999079406261
1441698642148140188,0.998807370663
1441698642164736128,0.998711287975
1441698642181490041,0.999809920788
1441698642197665250,0.999341666698
1441698642219556258,0.99893528223
1441698642239979278,0.999248683453
1441698642255424628,0.998820662498
1441698642270989297,0.998932421207
1441698642289555821,0.998983800411
1441698642303412773,0.998965382576
1441698642318904002,0.998232483864
1441698642331089615,0.998826444149
1441698642348746164,0.999167859554
1441698642364514214,0.998864352703
1441698642382977159,0.999040067196
1441698642397211860,0.999635159969
1441698642414361444,0.99818700552
1441698642430778171,0.998827159405
1441698642447926983,0.860706925392
1441698642478918508,0.751994013786
1441698642492477663,0.528182446957
1441698642503510238,0.196301624179
1441698642519179891,0.0427362546325
1441698642535760920,-0.00126408715732
1441698642551479345,-0.0017952802591
1441698642564952759,-0.00175141147338
1441698642574992475,-0.00183533434756
1441698642588284327,-0.00171994045377
1441698642602379356,-0.00177334586624
1441698642615519891,-0.00175236514769
1441698642634020973,-0.00195454293862
1441698642650768018,-0.00197743088938
1441698642667152240,-0.231884405017
1441698642684860752,-0.502987444401
1441698642701189023,-0.735147476196
1441698642714495879,-0.959577560425
1441698642731124003,-1.00005936623
1441698642753283372,-1.00024271011
1441698642771154439,-1.00002813339
1441698642788366835,-1.00072097778
1441698642800696980,-1.00103569031
1441698642814013900,-1.00034081936
1441698642830463878,-1.00088763237
1441698642855053533,-1.00016212463
1441698642880914944,-1.00132954121
1441698642896250763,-1.00169467926
1441698642909268826,-1.00101327896
1441698642924152810,-1.00076937675
1441698642939242752,-1.00167262554
1441698642958468776,-1.00106418133
1441698642971194556,-1.00065755844
1441698642984337404,-1.00090074539
1441698642995469722,-1.00150084496
1441698643006437800,-1.00264394283
1441698643018192918,-1.00125145912
1441698643032158552,-1.00110650063
1441698643049505628,-1.00107502937
1441698643066798497,-1.00058865547
1441698643083180820,-1.00090479851
1441698643101164073,-1.00038361549
1441698643117048536,-1.00050616264
1441698643133271065,-1.00064301491
1441698643149533374,-1.00047707558
1441698643166996002,-1.00056767464
1441698643183242383,-1.00053143501
1441698643199543812,-1.0003387928
1441698643215778308,-1.00028252602
1441698643238940471,-1.00029587746
1441698643260097721,-1.00014901161
1441698643272749294,-1.00082039833
1441698643291088629,-0.917398750782
1441698643308269310,-0.789548516273
1441698643321101479,-0.601860940456
1441698643335596668,-0.215735942125
1441698643354097886,-0.117228701711
1441698643369770582,-0.00204466446303
1441698643383753574,-0.000997536815703
